case_id,family,refinement_level_id,n_electrodes,conductivity_pattern,contact_impedance_exact,drive_label,solver,formulation,truth_relative_l2,truth_max_abs,exact_reduced_scaled_backward_residual,voltage_gauge_relative_residual,reduced_condition_number_2_estimate,classic_robin_relative_l2
X22,heterogeneous,Q2,16,left_right,1/8,skip-4,EIDORS,classic,9.02943479594387e-15,2.6093937312909062e-14,1.734600613411112e-16,2.592957651282825e-16,89.31326985185329,1.1266327186143359e-15
X22,heterogeneous,Q2,16,left_right,1/8,skip-4,EIDORS,robin_transconductance,8.436932584025242e-15,2.387349126365875e-14,1.6440235918516167e-16,1.7886091730659928e-16,89.31326985185329,1.1266327186143359e-15
X23,heterogeneous,Q2,16,left_right,1,adjacent,PyEIDORS/DOLFINx,classic,4.0383551664283877e-16,4.828723414632376e-15,2.3042576274666857e-17,4.91567156690776e-17,29.910215031608043,4.843917915472557e-16
X23,heterogeneous,Q2,16,left_right,1,adjacent,PyEIDORS/DOLFINx,robin_transconductance,3.594897154869409e-16,4.343711548082212e-15,1.668181705076788e-17,1.384131722446535e-16,29.910215031608043,4.843917915472557e-16
X23,heterogeneous,Q2,16,left_right,1,adjacent,NGSolve,classic,3.313821400372486e-15,2.870534321044093e-14,2.508295515756272e-16,5.380866455830711e-17,29.910215031608043,6.151436261272244e-16
X23,heterogeneous,Q2,16,left_right,1,adjacent,NGSolve,robin_transconductance,3.3021523167657166e-15,2.7515929443868567e-14,2.531286813960393e-16,2.091134339444306e-16,29.910215031608043,6.151436261272244e-16
X23,heterogeneous,Q2,16,left_right,1,adjacent,EIDORS,classic,1.5927494558122483e-15,1.1685723928024745e-14,7.331224181272587e-17,1.3528842005358554e-16,29.910215031608043,4.0036207824436677e-16
X23,heterogeneous,Q2,16,left_right,1,adjacent,EIDORS,robin_transconductance,1.4683303071726626e-15,1.0686523205862104e-14,6.560370286168481e-17,1.237413535231147e-16,29.910215031608043,4.0036207824436677e-16
X24,heterogeneous,Q2,16,left_right,1,skip-4,PyEIDORS/DOLFINx,classic,7.271457127348077e-16,9.662057392210586e-15,4.122046220445038e-17,7.663780033378205e-17,29.910215031608043,1.007592375862523e-15
X24,heterogeneous,Q2,16,left_right,1,skip-4,PyEIDORS/DOLFINx,robin_transconductance,6.056189079514369e-16,7.0653017993503276e-15,2.6792392873489956e-17,2.0586403755341017e-16,29.910215031608043,1.007592375862523e-15
X24,heterogeneous,Q2,16,left_right,1,skip-4,NGSolve,classic,3.624825374055115e-15,4.001920486732427e-14,2.2900347267211775e-16,1.2149431953226052e-16,29.910215031608043,1.3744760384733803e-15
X24,heterogeneous,Q2,16,left_right,1,skip-4,NGSolve,robin_transconductance,3.259693202960763e-15,3.5562720909254286e-14,2.1748267514123844e-16,1.9603435354773854e-16,29.910215031608043,1.3744760384733803e-15
X24,heterogeneous,Q2,16,left_right,1,skip-4,EIDORS,classic,4.5129986970784426e-15,3.445486122569581e-14,2.1314952645527135e-16,1.5559140607162748e-16,29.910215031608043,6.709293471868357e-16
X24,heterogeneous,Q2,16,left_right,1,skip-4,EIDORS,robin_transconductance,4.024051108278655e-15,3.090214754689531e-14,1.8230755421460187e-16,1.5689577393123179e-16,29.910215031608043,6.709293471868357e-16
X25,electrode_count,Q0,8,uniform,1/8,adjacent,PyEIDORS/DOLFINx,classic,2.5711876066444546e-15,5.785099104882923e-15,2.0187058836878894e-16,9.520660044135553e-17,19.98691711158428,1.8945639272879982e-15
X25,electrode_count,Q0,8,uniform,1/8,adjacent,PyEIDORS/DOLFINx,robin_transconductance,2.5113580025633718e-15,6.185967896414755e-15,2.4037146383846556e-16,1.1048563341151986e-16,19.98691711158428,1.8945639272879982e-15
X25,electrode_count,Q0,8,uniform,1/8,adjacent,NGSolve,classic,2.3736950032837858e-14,3.439725209754286e-14,2.078427155858233e-15,8.850635693943773e-17,19.98691711158428,1.6557785954291523e-15
X25,electrode_count,Q0,8,uniform,1/8,adjacent,NGSolve,robin_transconductance,2.3486989209973952e-14,3.644925084350169e-14,2.019544588591971e-15,7.213818178788145e-17,19.98691711158428,1.6557785954291523e-15
X25,electrode_count,Q0,8,uniform,1/8,adjacent,EIDORS,classic,1.7281864397830225e-15,4.621278778624219e-15,1.1965649525426892e-16,1.712905588710073e-16,19.98691711158428,8.182079098157323e-16
X25,electrode_count,Q0,8,uniform,1/8,adjacent,EIDORS,robin_transconductance,1.757056456267961e-15,3.56465305563261e-15,1.8142013721103662e-16,7.300430404141565e-17,19.98691711158428,8.182079098157323e-16
X26,electrode_count,Q0,8,uniform,1/8,skip-2,PyEIDORS/DOLFINx,classic,3.1239038010330463e-15,9.858988660199447e-15,2.351104578847547e-16,7.730706381403629e-17,19.98691711158428,1.9478652924533932e-15
X26,electrode_count,Q0,8,uniform,1/8,skip-2,PyEIDORS/DOLFINx,robin_transconductance,2.932267859129523e-15,1.0265158785413128e-14,2.8241180360382847e-16,1.0709446869880743e-16,19.98691711158428,1.9478652924533932e-15
X26,electrode_count,Q0,8,uniform,1/8,skip-2,NGSolve,classic,2.8899289057652104e-14,6.741253385371145e-14,2.176224138748151e-15,1.2730346430773692e-16,19.98691711158428,1.8687449608980227e-15
X26,electrode_count,Q0,8,uniform,1/8,skip-2,NGSolve,robin_transconductance,2.857966945553442e-14,7.052115832266189e-14,2.1069338310305748e-15,1.2610868704656458e-16,19.98691711158428,1.8687449608980227e-15
X26,electrode_count,Q0,8,uniform,1/8,skip-2,EIDORS,classic,2.5011872791467673e-15,8.082631820799196e-15,2.151895085865484e-16,1.58496829991805e-16,19.98691711158428,9.35494393166229e-16
X26,electrode_count,Q0,8,uniform,1/8,skip-2,EIDORS,robin_transconductance,2.1474011855772244e-15,6.750364191249009e-15,1.958634593017092e-16,9.906063923877921e-17,19.98691711158428,9.35494393166229e-16
X27,electrode_count,Q0,8,uniform,1,adjacent,PyEIDORS/DOLFINx,classic,1.1396253158673646e-15,5.4218617049431655e-15,1.0644027393296258e-16,4.161424555679319e-17,12.301798713269577,5.952219117272869e-16
X27,electrode_count,Q0,8,uniform,1,adjacent,PyEIDORS/DOLFINx,robin_transconductance,1.316954314353993e-15,7.169151750531371e-15,1.1593586054880829e-16,1.1918665407653167e-16,12.301798713269577,5.952219117272869e-16
X27,electrode_count,Q0,8,uniform,1,adjacent,NGSolve,classic,4.783212730762686e-15,2.5056557062892905e-14,6.990782746547505e-16,1.0021210675487647e-16,12.301798713269577,4.781422924811964e-16
X27,electrode_count,Q0,8,uniform,1,adjacent,NGSolve,robin_transconductance,4.747615987374472e-15,2.4197445437004824e-14,6.629113767122457e-16,1.6447502982496465e-16,12.301798713269577,4.781422924811964e-16
X27,electrode_count,Q0,8,uniform,1,adjacent,EIDORS,classic,4.976032728319073e-16,3.4889892858701314e-15,7.006407053784779e-17,1.0931786401826704e-16,12.301798713269577,4.0183614538022e-16
X27,electrode_count,Q0,8,uniform,1,adjacent,EIDORS,robin_transconductance,4.3484246906691755e-16,4.377167705570257e-15,6.332597907085761e-17,1.0890219003811731e-16,12.301798713269577,4.0183614538022e-16
X28,electrode_count,Q0,8,uniform,1,skip-2,PyEIDORS/DOLFINx,classic,1.7421186131515889e-15,9.628665290670533e-15,1.6323385478302412e-16,4.963000891391109e-17,12.301798713269577,7.7455310204514415e-16
X28,electrode_count,Q0,8,uniform,1,skip-2,PyEIDORS/DOLFINx,robin_transconductance,1.9680220312074494e-15,1.2293200549770909e-14,1.7449853820847664e-16,9.402703018161679e-17,12.301798713269577,7.7455310204514415e-16
X28,electrode_count,Q0,8,uniform,1,skip-2,NGSolve,classic,5.572832602853577e-15,3.3892077274635607e-14,6.897578283787306e-16,8.370814751609468e-17,12.301798713269577,4.46238041831814e-16
X28,electrode_count,Q0,8,uniform,1,skip-2,NGSolve,robin_transconductance,5.52567625590207e-15,3.358464018682429e-14,6.547584935641015e-16,1.0033309611490903e-16,12.301798713269577,4.46238041831814e-16
X28,electrode_count,Q0,8,uniform,1,skip-2,EIDORS,classic,6.09159898166221e-16,4.2747523367201616e-15,7.124827578491387e-17,1.0534522290929914e-16,12.301798713269577,4.644414371636877e-16
X28,electrode_count,Q0,8,uniform,1,skip-2,EIDORS,robin_transconductance,4.82452364007217e-16,4.5821894245314716e-15,6.623940382225225e-17,1.9713676558631042e-16,12.301798713269577,4.644414371636877e-16
X29,electrode_count,Q2,8,uniform,1/8,adjacent,PyEIDORS/DOLFINx,classic,2.0493295535801527e-15,7.858189252939305e-15,3.024259509215907e-16,6.183425451872196e-17,16.02002530433003,2.1475016282484842e-15
X29,electrode_count,Q2,8,uniform,1/8,adjacent,PyEIDORS/DOLFINx,robin_transconductance,1.187649120808597e-15,3.7941950260623725e-15,1.8294339857567542e-16,6.236380183671406e-17,16.02002530433003,2.1475016282484842e-15
X29,electrode_count,Q2,8,uniform,1/8,adjacent,NGSolve,classic,2.2938630786356046e-14,4.772015331654489e-14,2.5279378706117125e-15,5.783872803913629e-17,16.02002530433003,1.4397258459586916e-15
X29,electrode_count,Q2,8,uniform,1/8,adjacent,NGSolve,robin_transconductance,2.2220657761114153e-14,4.7208872768468456e-14,2.6105471061506147e-15,1.066926705232088e-16,16.02002530433003,1.4397258459586916e-15
X29,electrode_count,Q2,8,uniform,1/8,adjacent,EIDORS,classic,1.4431164969544087e-15,4.643499961088817e-15,1.6090985947909292e-16,1.5983895694939246e-16,16.02002530433003,1.5452128768218417e-15
X29,electrode_count,Q2,8,uniform,1/8,adjacent,EIDORS,robin_transconductance,1.7032526564780018e-15,4.576308622862447e-15,1.9311592491364196e-16,9.40195468503436e-17,16.02002530433003,1.5452128768218417e-15
X30,electrode_count,Q2,8,uniform,1/8,skip-2,PyEIDORS/DOLFINx,classic,1.959414367356248e-15,1.1645940924868362e-14,3.280745712660124e-16,7.34824187263011e-17,16.02002530433003,2.309186098391025e-15
X30,electrode_count,Q2,8,uniform,1/8,skip-2,PyEIDORS/DOLFINx,robin_transconductance,1.1627632542881416e-15,3.873001611195576e-15,1.6521079595948366e-16,7.974242537831513e-17,16.02002530433003,2.309186098391025e-15
X30,electrode_count,Q2,8,uniform,1/8,skip-2,NGSolve,classic,2.8572633618665646e-14,8.296515812982977e-14,2.633088935922151e-15,4.9021893895451145e-17,16.02002530433003,1.6958054397176054e-15
X30,electrode_count,Q2,8,uniform,1/8,skip-2,NGSolve,robin_transconductance,2.744253899264958e-14,8.028052551409459e-14,2.665876826321117e-15,7.758418227425681e-17,16.02002530433003,1.6958054397176054e-15
X30,electrode_count,Q2,8,uniform,1/8,skip-2,EIDORS,classic,2.1354257633272473e-15,7.647759894921109e-15,2.048183951552131e-16,1.0426103460489987e-16,16.02002530433003,1.3848875742991834e-15
X30,electrode_count,Q2,8,uniform,1/8,skip-2,EIDORS,robin_transconductance,2.2089952645665973e-15,7.893984308534393e-15,2.607149126272264e-16,1.3786911308380578e-16,16.02002530433003,1.3848875742991834e-15
X31,electrode_count,Q2,8,uniform,1,adjacent,PyEIDORS/DOLFINx,classic,9.523031330669704e-16,6.7504482809245475e-15,1.219150807350724e-16,3.6981662921696624e-17,11.387885268208429,6.58067181399311e-16
X31,electrode_count,Q2,8,uniform,1,adjacent,PyEIDORS/DOLFINx,robin_transconductance,6.078091905554346e-16,3.835540805700312e-15,6.296909531508603e-17,8.668686013963739e-17,11.387885268208429,6.58067181399311e-16
X31,electrode_count,Q2,8,uniform,1,adjacent,NGSolve,classic,5.33910879827073e-15,3.3395800871928306e-14,7.816579840818443e-16,1.736159499586523e-17,11.387885268208429,6.915273005895265e-16
X31,electrode_count,Q2,8,uniform,1,adjacent,NGSolve,robin_transconductance,5.0984541690026714e-15,3.073126561282793e-14,7.463956051538139e-16,6.888591808029288e-17,11.387885268208429,6.915273005895265e-16
X31,electrode_count,Q2,8,uniform,1,adjacent,EIDORS,classic,1.5729220457646866e-15,8.655940132069348e-15,1.8870920879584017e-16,5.743385043427704e-17,11.387885268208429,6.453755074958808e-16
X31,electrode_count,Q2,8,uniform,1,adjacent,EIDORS,robin_transconductance,1.3394421866179507e-15,6.348298440712738e-15,1.4586485424182983e-16,6.944116296208262e-17,11.387885268208429,6.453755074958808e-16
X32,electrode_count,Q2,8,uniform,1,skip-2,PyEIDORS/DOLFINx,classic,1.1826370798193697e-15,9.160811863894191e-15,1.4614024362751618e-16,7.198833225408844e-17,11.387885268208429,8.497116616556658e-16
X32,electrode_count,Q2,8,uniform,1,skip-2,PyEIDORS/DOLFINx,robin_transconductance,7.539381503782577e-16,6.496276604793814e-15,7.544390456643449e-17,9.1972694256408e-17,11.387885268208429,8.497116616556658e-16
X32,electrode_count,Q2,8,uniform,1,skip-2,NGSolve,classic,6.299056771959468e-15,4.2911591812498947e-14,8.11710665670498e-16,4.122630286544029e-17,11.387885268208429,9.824285495403319e-16
X32,electrode_count,Q2,8,uniform,1,skip-2,NGSolve,robin_transconductance,5.8528482748885315e-15,4.1135234973098696e-14,7.368225920265722e-16,1.0425040065012391e-16,11.387885268208429,9.824285495403319e-16
X32,electrode_count,Q2,8,uniform,1,skip-2,EIDORS,classic,2.2219502807264357e-15,1.263059456678878e-14,2.583230786062089e-16,8.91959678970874e-17,11.387885268208429,6.509636955773989e-16
X32,electrode_count,Q2,8,uniform,1,skip-2,EIDORS,robin_transconductance,2.0894337876953533e-15,1.099855983521222e-14,2.3555507784882105e-16,8.186269880004755e-17,11.387885268208429,6.509636955773989e-16
X33,large_q4,Q4,16,uniform,1/32,adjacent,PyEIDORS/DOLFINx,classic,5.463516390020716e-15,9.5889423585016e-15,1.1477583193491233e-16,8.133618654119158e-17,72.44084660209971,5.121062261644468e-15
X33,large_q4,Q4,16,uniform,1/32,adjacent,PyEIDORS/DOLFINx,robin_transconductance,2.462111699264088e-15,9.274344297488204e-15,1.0830580139578473e-16,1.2278823358960805e-16,72.44084660209971,5.121062261644468e-15
X33,large_q4,Q4,16,uniform,1/32,adjacent,NGSolve,classic,8.527757547888428e-14,1.0796579000314927e-13,2.966995203341193e-15,1.2438358874701582e-16,72.44084660209971,7.337922721884949e-15
X33,large_q4,Q4,16,uniform,1/32,adjacent,NGSolve,robin_transconductance,7.92752385456166e-14,9.875093889876047e-14,2.705835319223733e-15,1.1968831016385098e-16,72.44084660209971,7.337922721884949e-15
X33,large_q4,Q4,16,uniform,1/32,adjacent,EIDORS,classic,6.898356304450344e-15,1.5493009115394882e-14,2.1448320086967031e-16,1.457766019814905e-16,72.44084660209971,4.096378725265825e-15
X33,large_q4,Q4,16,uniform,1/32,adjacent,EIDORS,robin_transconductance,7.277019718185519e-15,1.2408124966255745e-14,2.1163131248830949e-16,1.1844620526271814e-16,72.44084660209971,4.096378725265825e-15
X34,large_q4,Q4,16,uniform,1/32,skip-4,PyEIDORS/DOLFINx,classic,9.075620339772343e-15,2.973193967380184e-14,1.650972501286568e-16,1.6578904446285556e-16,72.44084660209971,7.976352581318912e-15
X34,large_q4,Q4,16,uniform,1/32,skip-4,PyEIDORS/DOLFINx,robin_transconductance,2.860402248224057e-15,1.8132202015243638e-14,1.2140188312597211e-16,1.7043949282558368e-16,72.44084660209971,7.976352581318912e-15
X34,large_q4,Q4,16,uniform,1/32,skip-4,NGSolve,classic,1.3770583650511828e-13,3.49920259975697e-13,3.1343888712872102e-15,1.1452517756578216e-16,72.44084660209971,1.086102740399687e-14
X34,large_q4,Q4,16,uniform,1/32,skip-4,NGSolve,robin_transconductance,1.2759489563924542e-13,3.250512642240935e-13,2.8373127319304293e-15,1.2031198273391724e-16,72.44084660209971,1.086102740399687e-14
X34,large_q4,Q4,16,uniform,1/32,skip-4,EIDORS,classic,1.08250434427593e-14,4.10618844795812e-14,2.482401449099939e-16,1.3617771333559336e-16,72.44084660209971,3.4961740617540344e-15
X34,large_q4,Q4,16,uniform,1/32,skip-4,EIDORS,robin_transconductance,1.1451959198157469e-14,3.466099575445724e-14,2.364854593966598e-16,8.458365270781407e-17,72.44084660209971,3.4961740617540344e-15
X35,large_q4,Q4,16,uniform,1/8,adjacent,PyEIDORS/DOLFINx,classic,1.588791961162822e-15,5.56412626134741e-15,5.893364794268043e-17,7.022681869068143e-17,57.52865427501406,3.4772048827962284e-15
X35,large_q4,Q4,16,uniform,1/8,adjacent,PyEIDORS/DOLFINx,robin_transconductance,3.6485106121938045e-15,1.0036939699219863e-14,9.396107703883918e-17,1.5655506674504145e-16,57.52865427501406,3.4772048827962284e-15
X35,large_q4,Q4,16,uniform,1/8,adjacent,NGSolve,classic,2.0356786158255023e-14,3.870453318494952e-14,9.549434935081442e-16,7.94700161008995e-17,57.52865427501406,3.4219315805122276e-15
X35,large_q4,Q4,16,uniform,1/8,adjacent,NGSolve,robin_transconductance,1.874390335539572e-14,3.914862239479958e-14,9.145944624891771e-16,2.03411838919154e-16,57.52865427501406,3.4219315805122276e-15
X35,large_q4,Q4,16,uniform,1/8,adjacent,EIDORS,classic,5.572421844124485e-15,1.4686035114922515e-14,1.8985487025807632e-16,1.400403251155802e-16,57.52865427501406,1.6738783698022744e-15
X35,large_q4,Q4,16,uniform,1/8,adjacent,EIDORS,robin_transconductance,5.900002367901763e-15,1.3943877632683518e-14,2.4007143005059716e-16,1.6359875731942531e-16,57.52865427501406,1.6738783698022744e-15
X36,large_q4,Q4,16,uniform,1/8,skip-4,PyEIDORS/DOLFINx,classic,2.3774538928178897e-15,1.1753702417187752e-14,7.975038406068645e-17,1.107772942852614e-16,57.52865427501406,4.960373509608439e-15
X36,large_q4,Q4,16,uniform,1/8,skip-4,PyEIDORS/DOLFINx,robin_transconductance,5.680095053574624e-15,2.6393973112261678e-14,1.3010956468149404e-16,1.8890799845897897e-16,57.52865427501406,4.960373509608439e-15
X36,large_q4,Q4,16,uniform,1/8,skip-4,NGSolve,classic,3.5366156801179955e-14,1.155178314416019e-13,1.057259014989034e-15,1.0408100554091572e-16,57.52865427501406,5.21904120342738e-15
X36,large_q4,Q4,16,uniform,1/8,skip-4,NGSolve,robin_transconductance,3.1831357389032413e-14,1.0814245671961938e-13,9.77398976352404e-16,1.7110267304430655e-16,57.52865427501406,5.21904120342738e-15
X36,large_q4,Q4,16,uniform,1/8,skip-4,EIDORS,classic,9.850479098708416e-15,4.153700276481976e-14,2.766456802661683e-16,9.599088989660798e-17,57.52865427501406,2.1746055513934826e-15
X36,large_q4,Q4,16,uniform,1/8,skip-4,EIDORS,robin_transconductance,1.0419890599211024e-14,3.620793224661901e-14,3.2170201868444976e-16,2.6629287596208165e-16,57.52865427501406,2.1746055513934826e-15
X37,large_q4,Q4,16,uniform,1,adjacent,PyEIDORS/DOLFINx,classic,5.178004722381957e-16,6.440609239711435e-15,2.8134492481972974e-17,6.074320591773487e-17,29.52492351455413,1.066028217566081e-15
X37,large_q4,Q4,16,uniform,1,adjacent,PyEIDORS/DOLFINx,robin_transconductance,1.086105775335208e-15,1.0651663014139561e-14,4.2771614680537324e-17,1.1069480864626026e-16,29.52492351455413,1.066028217566081e-15
X37,large_q4,Q4,16,uniform,1,adjacent,NGSolve,classic,5.067497704117464e-15,4.102564379739211e-14,3.8391704270827025e-16,6.344268245664374e-17,29.52492351455413,9.320561441157685e-16
X37,large_q4,Q4,16,uniform,1,adjacent,NGSolve,robin_transconductance,4.839239447847472e-15,4.507373910289583e-14,3.9903925974275113e-16,1.4589656483705747e-16,29.52492351455413,9.320561441157685e-16
X37,large_q4,Q4,16,uniform,1,adjacent,EIDORS,classic,2.653964406379669e-15,1.819079070168234e-14,1.2679735642467746e-16,8.00269291816977e-17,29.52492351455413,8.690968310868461e-16
X37,large_q4,Q4,16,uniform,1,adjacent,EIDORS,robin_transconductance,2.5321609104653545e-15,1.663647846720712e-14,1.2326453813422948e-16,1.3947968350809584e-16,29.52492351455413,8.690968310868461e-16
X38,large_q4,Q4,16,uniform,1,skip-4,PyEIDORS/DOLFINx,classic,7.914254727272917e-16,1.1089275558832473e-14,4.490402224727395e-17,8.266776416526537e-17,29.52492351455413,2.5461581979442548e-15
X38,large_q4,Q4,16,uniform,1,skip-4,PyEIDORS/DOLFINx,robin_transconductance,2.6269123974117954e-15,2.5390958166369147e-14,9.146033037134029e-17,1.9600919487486184e-16,29.52492351455413,2.5461581979442548e-15
X38,large_q4,Q4,16,uniform,1,skip-4,NGSolve,classic,9.500335141661638e-15,9.025184734789315e-14,4.870135318561785e-16,9.200319851713644e-17,29.52492351455413,1.9800489750135882e-15
X38,large_q4,Q4,16,uniform,1,skip-4,NGSolve,robin_transconductance,8.134140521940754e-15,8.137006315089189e-14,4.785228020079484e-16,1.8375187357733044e-16,29.52492351455413,1.9800489750135882e-15
X38,large_q4,Q4,16,uniform,1,skip-4,EIDORS,classic,7.01843216635322e-15,5.051952726298105e-14,3.3252612366039586e-16,1.0828331613151495e-16,29.52492351455413,1.2992156765609627e-15
X38,large_q4,Q4,16,uniform,1,skip-4,EIDORS,robin_transconductance,6.498547592760324e-15,4.794124439400708e-14,2.9643197983450936e-16,1.6705130291790672e-16,29.52492351455413,1.2992156765609627e-15
