case_id,solver,formulation,cold_median_seconds,setup_median_seconds,warm_reuse_median_seconds,cold_over_warm_reuse_speedup
X22,PyEIDORS/DOLFINx,robin_transconductance,0.0003876999362546485,0.00034555269303382374,1.825500112317968e-05,21.238012182993412
X22,NGSolve,classic,0.0010822315671248361,0.0010016788110078778,6.53088736726204e-05,16.570972767802346
X22,NGSolve,robin_transconductance,0.00037360187525337096,0.00033528057065268513,1.7383190424880013e-05,21.4921349948883
X22,EIDORS,classic,0.00056111875,0.0004070812500000001,4.2825e-05,13.102597781669587
X22,EIDORS,robin_transconductance,0.0005862625,0.00055945,6.200000000000001e-06,94.55846774193547
X23,PyEIDORS/DOLFINx,classic,0.0010050169948954135,0.0009451770638406742,5.0733686293824576e-05,19.80965840082759
X23,PyEIDORS/DOLFINx,robin_transconductance,0.0003773391890717903,0.00033425425317545887,2.0934499843860976e-05,18.024753009919397
X23,NGSolve,classic,0.001082678811144433,0.0010021258713095449,6.690506234008353e-05,16.182315258015816
X23,NGSolve,robin_transconductance,0.000558543377337628,0.00036712787732540164,1.6641433830955066e-05,33.563416650954096
X23,EIDORS,classic,0.00048424374999999996,0.000355475,3.77e-05,12.844661803713526
X23,EIDORS,robin_transconductance,0.0005118375000000001,0.00049311875,5.618750000000001e-06,91.09454949944383
X24,PyEIDORS/DOLFINx,classic,0.0008960633149399655,0.0008469394360872684,5.099512418382801e-05,17.571548834940035
X24,PyEIDORS/DOLFINx,robin_transconductance,0.00036824706148763653,0.00033276574868068565,2.0734063582494855e-05,17.760486747929935
X24,NGSolve,classic,0.0011490224987937836,0.0010617121242830763,6.841475078545045e-05,16.794952632322424
X24,NGSolve,robin_transconductance,0.00046062268665991724,0.000384491439035628,1.6902746210689656e-05,27.25135199442382
X24,EIDORS,classic,0.0005448062500000001,0.00040538750000000006,3.670625e-05,14.842329303592715
X24,EIDORS,robin_transconductance,0.00050735625,0.0004901562499999999,6.31875e-06,80.29376854599407
